id,scenario_name,resolution,firstyear,finalyear,nodes,lines,type
0,nem,1,2010,2019,"QLD,NSW,SA,VIC,TAS","QLD-NSW,NSW-VIC,VIC-SA,VIC-TAS",capacity_expansion
