id,scenario_name,resolution,allowance,firstyear,finalyear,nodes,lines,constraints,type
0,mekong,1,0.00002,2010,2019,"KH,TH,VS,VH,LAN,LAS","KH-TH,KH-VS,LAN-TH,LAS-TH,KH-LAS,VS-LAS,LAN-VH,VH-VS,LAS-LAN",,single_time
1,mekong_gas,1,0.00002,2010,2019,"KH,TH,VS,VH,LAN,LAS","KH-TH,KH-VS,LAN-TH,LAS-TH,KH-LAS,VS-LAS,LAN-VH,VH-VS,LAS-LAN",,single_time
2,mekong_imports,1,0.00002,2010,2019,"KH,TH,VS,VH,LAN,LAS,CH_I,MY_I,MM_I","KH-TH,KH-VS,LAN-TH,LAS-TH,KH-LAS,VS-LAS,LAN-VH,VH-VS,LAS-LAN,CH-CH_I,MY_I-TH,MM_I-TH",,single_time
3,thailand,1,0.00002,2010,2019,"SAC,CACW,MAC,CACE,CACN,NAC,NEC","SAC-CACW,CACW-MAC,MAC-CACE,MAC-CACN,CACN-NAC,CACN-NEC,NAC-NEC",,single_time
4,thailand_gas,1,0.00002,2010,2019,"SAC,CACW,MAC,CACE,CACN,NAC,NEC","SAC-CACW,CACW-MAC,MAC-CACE,MAC-CACN,CACN-NAC,CACN-NEC,NAC-NEC",,single_time
5,thailand_imports,1,0.00002,2010,2019,"SAC,CACW,MAC,CACE,CACN,NAC,NEC,MY_I,MM_I,KH_I,LAS_I,LAN_I","SAC-CACW,CACW-MAC,MAC-CACE,MAC-CACN,CACN-NAC,CACN-NEC,NAC-NECSAC-MY_I,NAC-MM_I,CACE-KH_I,NEC-LAS_I,NAC-LAN_I",,single_time
